No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,adduce,12,0.00,4,8,8.32
2,inconsistent,15,0.00,3,10,7.58
3,propriety,27,0.01,5,19,7.47
4,adduced,34,0.01,6,15,7.40
5,certainty,46,0.01,7,30,7.19
6,detailed,53,0.01,6,19,6.76
7,supported,57,0.01,5,35,6.39
8,establish,42,0.01,3,27,6.10
9,related,90,0.02,6,30,6.00
10,possession,54,0.01,3,27,5.73
11,throw,56,0.01,3,35,5.68
12,curious,97,0.03,5,36,5.63
13,statement,65,0.02,3,27,5.47
14,stated,247,0.06,11,66,5.41
15,prove,207,0.05,9,68,5.38
16,support,95,0.02,4,48,5.33
17,seem,208,0.05,6,75,4.79
18,ascertained,265,0.07,7,90,4.66
19,concerning,154,0.04,4,35,4.64
20,new,718,0.19,15,132,4.32
21,principles,149,0.04,3,44,4.27
22,regard,151,0.04,3,59,4.25
23,fully,155,0.04,3,80,4.21
24,respecting,176,0.05,3,72,4.03
25,own,186,0.05,3,74,3.95
26,sufficiently,263,0.07,4,99,3.86
27,many,814,0.21,12,158,3.82
28,principal,209,0.05,3,89,3.78
29,chemical,354,0.09,5,66,3.76
30,preceding,430,0.11,6,98,3.74
31,general,657,0.17,9,132,3.71
32,number,635,0.17,8,134,3.59
33,these,2975,0.78,36,187,3.53
34,appear,640,0.17,7,155,3.39
35,am,380,0.10,4,111,3.33
36,few,380,0.10,4,126,3.33
37,series,709,0.19,7,71,3.24
38,various,454,0.12,4,104,3.08
39,together,377,0.10,3,100,2.93
40,subject,504,0.13,4,116,2.93
41,subject,504,0.13,4,116,2.93
42,sufficient,383,0.10,3,126,2.91
43,several,543,0.14,4,140,2.82
44,been,3745,0.98,27,205,2.79
45,some,2223,0.58,16,193,2.78
46,order,563,0.15,4,108,2.77
47,shall,709,0.19,5,127,2.76
48,mentioned,430,0.11,3,90,2.74
49,me,872,0.23,6,153,2.72
50,paper,584,0.15,4,92,2.71
51,have,5575,1.46,38,205,2.71
52,us,447,0.12,3,88,2.68
53,following,618,0.16,4,144,2.63
54,observed,791,0.21,5,124,2.60
55,known,481,0.13,3,122,2.58
56,however,834,0.22,5,103,2.52
57,most,1061,0.28,6,173,2.44
58,present,578,0.15,3,143,2.31
59,observations,1033,0.27,5,125,2.21
60,thus,637,0.17,3,127,2.17
61,other,2740,0.72,12,198,2.07
62,all,1880,0.49,8,184,2.03
63,are,5336,1.39,22,203,1.98
64,such,1213,0.32,5,180,1.98
65,which,12049,3.15,47,208,1.90
66,account,814,0.21,3,157,1.82
67,under,820,0.21,3,155,1.81
68,they,2547,0.67,9,191,1.76
69,above,868,0.23,3,142,1.73
70,that,12931,3.38,44,208,1.70
71,from,7750,2.02,24,210,1.57
72,my,1311,0.34,4,169,1.55
73,different,1346,0.35,4,181,1.51
74,i,8137,2.12,24,209,1.50
75,therefore,1067,0.28,3,146,1.43
76,would,1515,0.40,4,168,1.34
77,light,1151,0.30,3,108,1.32
78,upon,2425,0.63,6,163,1.24
79,some,2223,0.58,5,193,1.11
80,may,3321,0.87,7,197,1.01
81,first,1454,0.38,3,181,0.98
82,experiments,1941,0.51,4,113,0.98
83,or,4870,1.27,10,208,0.98
84,to,25250,6.59,50,218,0.92
85,by,11498,3.00,22,220,0.87
86,had,2637,0.69,5,191,0.86
87,were,3197,0.83,6,195,0.85
88,if,2134,0.56,4,181,0.84
89,with,8765,2.29,16,209,0.81
90,their,2800,0.73,5,194,0.77
91,will,2871,0.75,5,177,0.74
92,only,1723,0.45,3,181,0.74
93,found,1785,0.47,3,185,0.69
94,not,5411,1.41,9,198,0.67
95,upon,2425,0.63,4,163,0.66
96,the,96393,25.17,157,227,0.64
97,two,2492,0.65,4,185,0.62
98,but,5180,1.35,8,204,0.56
99,one,2720,0.71,4,194,0.49
100,to,25250,6.59,37,218,0.49
101,them,2050,0.54,3,179,0.49
102,other,2740,0.72,4,198,0.48
103,in,24719,6.45,36,221,0.48
104,this,7794,2.04,11,209,0.43
105,as,8548,2.23,12,211,0.43
106,an,4277,1.12,6,219,0.43
107,it,12871,3.36,18,214,0.42
108,with,8765,2.29,12,209,0.39
109,of,66029,17.24,88,228,0.35
110,and,27862,7.28,37,224,0.35
111,as,8548,2.23,11,211,0.30
112,have,5575,1.46,7,205,0.27
113,any,2426,0.63,3,195,0.24
114,more,2491,0.65,3,197,0.21
115,its,4364,1.14,5,196,0.13
116,same,2786,0.73,3,188,0.04
117,be,11235,2.93,12,212,0.03
118,on,6670,1.74,7,220,0.01
119,when,3848,1.00,4,190,-0.01
120,be,11235,2.93,11,212,-0.09
121,by,11498,3.00,11,220,-0.13
122,acid,3186,0.83,3,77,-0.15
123,are,5336,1.39,5,203,-0.16
124,and,27862,7.28,24,224,-0.28
125,a,22745,5.94,19,227,-0.32
126,the,96393,25.17,79,227,-0.35
127,an,4277,1.12,3,219,-0.57
128,is,13093,3.42,9,217,-0.60
129,from,7750,2.02,5,210,-0.70
130,of,66029,17.24,42,228,-0.72
131,i,8137,2.12,5,209,-0.77
132,not,5411,1.41,3,198,-0.91
133,that,12931,3.38,7,208,-0.95
134,for,5614,1.47,3,219,-0.97
135,on,6670,1.74,3,220,-1.22
136,in,24719,6.45,8,221,-1.69
137,a,22745,5.94,6,227,-1.99
138,which,12049,3.15,3,208,-2.07
139,is,13093,3.42,3,217,-2.19
